Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
30-09-2018,52.09,119.12,19.75,27.89,30.9,7.62,0.46,3.09,36.61,104,Moderate
01-10-2018,73.3,125.23,8.21,29.07,22.13,21.52,0.52,3.69,47.84,157,Moderate
02-10-2018,64,137.38,13.61,32.38,27.8,47.68,0.49,4.75,44.3,122,Moderate
04-10-2018,62.23,141.49,15.72,37.26,32.44,27.72,0.66,3.19,18.47,117,Moderate
05-10-2018,57.35,154.36,22.65,42.21,40.86,24.63,0.57,3.3,21.5,130,Moderate
06-10-2018,78.54,181.76,18.59,46.02,39.58,24.65,0.68,3.7,26.83,149,Moderate
07-10-2018,69.29,155,5.47,32.8,21.9,17.76,0.55,3.7,37.8,153,Moderate
08-10-2018,54.88,122.81,4.5,27.32,18.25,21.39,0.57,3.87,39.34,107,Moderate
09-10-2018,42.4,126.5,5.03,30.66,20.39,14.7,0.54,3.71,35.3,112,Moderate
10-10-2018,31.74,93.9,9.86,39.07,28.8,12.68,0.64,8.16,33.84,112,Moderate
11-10-2018,49.33,137.83,14.88,63.88,46.08,14.13,0.96,28.82,22.92,106,Moderate
12-10-2018,43.88,110.35,10.23,49.84,34.83,12.58,0.69,12.45,29.07,115,Moderate
13-10-2018,69.73,118.55,6.53,36.05,24.48,15.64,0.53,5.9,50.27,122,Moderate
14-10-2018,58.04,99.35,14,49.77,37.85,12.16,0.61,8.68,37.85,114,Moderate
15-10-2018,49.55,100.07,18.38,51.42,42.3,12.79,0.71,11.62,32.89,98,Satisfactory
16-10-2018,40.69,83.99,13.28,29.18,26.32,10.36,0.51,2.9,35.62,98,Satisfactory
17-10-2018,53.01,89.9,9.11,33.06,25,11.6,0.54,4.91,49.86,80,Satisfactory
18-10-2018,86.27,164.46,22.33,62.09,51.18,12.52,0.8,20.28,66.53,144,Moderate
19-10-2018,145,209.56,9.88,50.73,35.02,13.74,0.78,13.31,66.45,181,Moderate
20-10-2018,69.05,187.53,9.8,45.83,32.34,13.85,0.67,10.09,66.17,168,Moderate
21-10-2018,99.12,213.95,18.6,56.25,45.03,14.97,0.75,12.67,64.33,199,Moderate
22-10-2018,107.88,250.11,11.74,57.23,39.99,16.5,0.79,14.24,85.98,236,Poor
23-10-2018,111.32,249.15,20.04,78.4,58,16.3,0.97,15.35,59.59,288,Poor
24-10-2018,90.26,226.33,19.84,63.2,49.75,13.67,1.04,22.56,51.64,228,Poor
25-10-2018,78.89,198.9,28.48,62.3,56.28,12.4,0.9,13.32,57.29,177,Moderate
26-10-2018,52.93,123.25,4.02,42.35,25.79,10.93,0.77,6.46,88.11,152,Moderate
27-10-2018,63.16,208.22,12.52,57.54,40.79,11.09,0.76,11.04,84.77,160,Moderate
28-10-2018,44.31,107.47,3.41,22.51,14.74,10.49,0.61,7.37,128.93,182,Moderate
29-10-2018,34.42,70.48,3.57,19.74,13.4,10.27,0.63,5.3,93.99,118,Moderate
30-10-2018,37.5,72.83,3.66,19.84,13.53,10.18,0.61,5.71,73.12,95,Satisfactory
31-10-2018,22.75,49.88,3.69,16.98,12.03,8,0.57,4.18,43.39,63,Satisfactory
01-11-2018,11.04,32.91,3.75,14.93,10.99,6.7,0.54,3.22,37.97,47,Good
02-11-2018,11.34,36.49,4.36,14.72,11.38,7.15,0.56,2.65,29.71,44,Good
03-11-2018,7.47,29.02,4.44,12.91,10.48,6.46,0.54,1.93,26.99,38,Good
04-11-2018,8.24,28.92,3.68,10.16,8.4,5.85,0.54,2.07,29.15,40,Good
05-11-2018,11.35,38.83,10.19,17.47,17.57,6.06,0.6,2.72,22.95,44,Good
06-11-2018,30.77,89.68,28.77,42.96,46.24,7.16,0.75,6.5,26.63,74,Satisfactory
07-11-2018,101.79,160.09,27.33,44.43,45.85,7.79,0.74,19,39.23,112,Moderate
08-11-2018,198.38,196.15,25.58,41.63,42.95,10.07,0.73,19.32,43.18,387,Very Poor
09-11-2018,48.16,108.47,13.22,29.96,26.68,12.58,0.66,5.47,40.88,142,Moderate
10-11-2018,66.51,160.33,14.16,33.99,29.59,14.08,0.74,13.53,51.26,127,Moderate
11-11-2018,87.49,141.5,3.14,18.34,12.31,14.63,0.69,15.16,118.98,147,Moderate
12-11-2018,90.03,157.27,4.08,32.85,20.8,13.39,0.92,12.25,113.48,214,Poor
13-11-2018,56.29,120.8,3.58,24.96,16.19,9.87,0.75,10.24,116.88,170,Moderate
14-11-2018,72.47,131.34,3.42,21.2,14.06,10.68,0.75,8.52,133.4,170,Moderate
15-11-2018,57.22,108.41,3.29,18.49,12.5,9.31,0.73,5.04,101.83,139,Moderate
16-11-2018,54.95,111.88,3.34,17.67,12.13,8.49,0.81,3.19,78.71,103,Moderate
17-11-2018,57.21,138.21,7.95,20.42,17.34,9.23,0.7,3.03,63.84,131,Moderate
18-11-2018,40.27,97.11,10.89,27.34,23.39,7.52,0.64,8.67,37.11,107,Moderate
19-11-2018,42.25,88.83,3.41,15.38,10.95,9.2,0.63,3.94,60.08,86,Satisfactory
20-11-2018,47.82,94.72,4.15,16.99,12.42,10.43,0.66,5.07,60.2,96,Satisfactory
01-12-2018,61.71,120.39,6.39,37.42,25.09,15.55,0.68,7.74,84.67,112,Moderate
05-12-2018,89.61,148.52,4.41,29.08,19.05,13.29,0.85,5.29,130.07,187,Moderate
06-12-2018,96.08,154.93,3.87,21.61,14.65,13.38,0.89,4.41,130.61,213,Poor
07-12-2018,105.85,84,3.89,20.12,13.87,13.78,0.85,5.66,119.86,231,Poor
09-12-2018,114.86,180.89,4.31,24.2,16.37,14.97,0.84,8.94,155.27,274,Poor
10-12-2018,86.25,155.66,4.12,32.87,20.84,12.86,0.65,8.1,161.93,282,Poor
11-12-2018,74.06,141.28,4.14,35.65,22.34,11.33,0.83,6.01,162.33,233,Poor
12-12-2018,69.72,122.47,4.28,28.88,18.79,10.83,0.84,5.33,93.69,176,Moderate
13-12-2018,82.35,135.92,4.34,27.44,18.12,12.38,0.84,5.79,86.41,160,Moderate
14-12-2018,80.16,144.93,4.29,20.91,14.62,12.2,0.79,7.69,98.99,145,Moderate
15-12-2018,78.08,168.15,4.05,19.55,13.69,11.99,0.72,10.34,88.9,171,Moderate
16-12-2018,53.03,107.74,4.65,22.34,15.67,10.4,0.61,7.09,49.89,130,Moderate
17-12-2018,24.85,42.28,4.73,15.9,12.29,8.39,0.58,2.94,51.06,79,Satisfactory
18-12-2018,5.89,24.42,11.44,36.94,27.3,7.9,0.54,3.65,17.13,61,Satisfactory
19-12-2018,8.6,26.8,5.11,20.6,15.12,7.57,0.46,2.81,37.63,49,Good
22-12-2018,63.48,97.28,4.38,29.34,19.17,12.95,0.62,19.89,78.72,91,Satisfactory
26-12-2018,118.3,193.27,32.54,93.1,75.97,12.4,1.08,7.03,116.49,291,Poor
27-12-2018,111.24,195.18,31.43,79.61,67.9,13.77,0.92,19.05,119.87,276,Poor
28-12-2018,100.63,179.35,10.12,58.23,39.29,14.99,0.73,12.57,115.35,255,Poor
29-12-2018,77.43,137.85,3.76,40.68,24.69,14.13,0.65,17.41,104.11,220,Poor
30-12-2018,70.2,116.5,2.04,21.96,13.33,12.9,0.47,17.86,99.99,152,Moderate
01-01-2019,131.6,278.71,24.58,103.42,74.99,12.25,1.26,31,61.02,278,Poor
02-01-2019,132.69,265.78,16.21,92.32,62.29,14.25,1.28,28.06,91.78,298,Poor
03-01-2019,148.04,285.83,25.44,103.9,75.95,16.96,1.38,29.16,93.29,319,Very Poor
04-01-2019,139.55,244.16,30.48,92.53,73.99,15.53,1.25,23.07,106.51,315,Very Poor
05-01-2019,116.68,170.85,3.06,40.15,23.83,15.5,0.95,13.47,146.19,299,Poor
06-01-2019,132.1,199.8,12.3,73.49,49.08,14.04,1.12,11.81,99.07,304,Very Poor
07-01-2019,119.16,250.09,17.85,87.59,61.1,13.93,1.2,14.7,60.8,307,Very Poor
08-01-2019,136.86,297.86,41.81,130.26,103.28,15.5,1.51,41.63,72.8,296,Poor
09-01-2019,137.45,285.72,29.95,87.03,70.65,15.99,1.4,21.05,105.07,320,Very Poor
10-01-2019,135.46,227.11,17.84,67.15,50.23,18.86,1.08,16.33,121.45,309,Very Poor
11-01-2019,106.66,161.56,3.3,33.85,20.69,15.22,0.86,11.83,113.11,279,Poor
12-01-2019,115.8,203.73,17.74,56.99,44.71,13.85,1,17.47,90.12,291,Poor
13-01-2019,120.2,206.55,14.84,57.3,42.55,11.64,1.02,15.43,96.41,280,Poor
14-01-2019,203.05,306.16,20.25,80.39,59.22,16.24,1.71,36.83,83.48,343,Very Poor
15-01-2019,76.5,269.04,18.07,63.35,48.39,10.91,1.24,31.62,64.29,281,Poor
17-01-2019,102.42,213.54,5.7,29.75,20.46,12.18,0.96,14.97,128.67,199,Moderate
18-01-2019,126.4,253.02,16.19,58.08,44.05,11.49,1.12,20.4,109.19,274,Poor
19-01-2019,125.44,228.39,26.37,74.49,61.06,10.36,1.24,31.84,99.66,305,Very Poor
20-01-2019,125.76,267.76,35.02,78.53,70.25,10.11,1.29,20.76,80.84,307,Very Poor
21-01-2019,143.69,283.17,20.65,62.47,50.02,12.72,1.3,26,42.56,313,Very Poor
22-01-2019,129.7,254.44,20.44,59.43,48.23,11,1.24,16.05,17.55,315,Very Poor
23-01-2019,118.46,137.7,34.77,76.17,68.79,16.81,1.09,19.4,30.27,302,Very Poor
24-01-2019,115.56,233.08,32.41,47.81,51.88,15.06,1.16,25.46,27.6,281,Poor
25-01-2019,100.56,198.95,52.11,41.78,64.6,12.75,1.1,19.65,7.36,257,Poor
26-01-2019,45.94,56.4,14.33,22.82,23.79,14.3,0.63,7.14,25.44,113,Moderate
27-01-2019,80.45,129.08,2.37,17.27,11.11,17.47,0.78,6.64,69.36,101,Moderate
28-01-2019,85.77,138.65,6.2,42.57,27.67,14.85,0.88,8.47,51.84,196,Moderate
29-01-2019,79.75,127.43,5.36,44.93,28.26,14.54,0.83,8.68,62.36,172,Moderate
30-01-2019,71.88,117.96,2.97,33.23,20.1,13.49,0.71,10.28,77.3,160,Moderate
31-01-2019,57.58,106.17,2.8,35.5,21.16,11.43,0.7,7.14,89.74,117,Moderate
01-02-2019,53.84,106.93,11.78,51.62,37.03,10.88,0.84,7.87,83.16,116,Moderate
02-02-2019,99.81,212.2,36.94,71.07,67.85,15.66,1.19,11.1,52.71,205,Poor
03-02-2019,85.53,245.56,28.37,65.16,57.72,13.92,1.06,9.32,60.92,205,Poor
04-02-2019,71.09,144.15,6.02,46.25,29.51,14.77,0.85,5.64,77.64,147,Moderate
05-02-2019,111.01,243.2,40.38,74.52,72.46,16.53,1.32,10.17,49.65,228,Poor
06-02-2019,113.48,275.41,53.82,91.99,92.68,19.22,1.43,29.5,40.99,272,Poor
07-02-2019,118.36,278.92,58.1,85.31,92.62,22.25,1.57,28.7,53.62,283,Poor
08-02-2019,98.9,221.69,41.61,63.54,67.63,21.33,1.15,18.3,28.17,277,Poor
09-02-2019,76.34,140.91,12.42,42.83,32.88,19.15,0.83,13.4,21.97,165,Moderate
10-02-2019,76.17,86,4.18,31.31,20.05,14,0.82,5.9,42.82,147,Moderate
11-02-2019,59.05,124.13,3.08,28.13,17.47,12.39,0.68,4.38,65.86,126,Moderate
12-02-2019,54.84,126.53,3.32,33.09,20.3,11.44,0.72,5.12,69.7,114,Moderate
13-02-2019,59.6,124.4,4.22,33.96,21.5,10.85,0.78,6.52,91.09,122,Moderate
14-02-2019,94.42,178.56,30.85,60.03,57.02,11.61,1.06,8.19,50.52,182,Moderate
15-02-2019,55.03,94.34,3.61,30.02,17.16,10.53,0.74,6.43,59.81,144,Moderate
16-02-2019,67.33,138.24,24.49,44.68,43.67,10.43,0.86,7.87,37.87,115,Moderate
17-02-2019,50.92,109.68,6.96,34.62,24.08,9.49,0.81,11.06,28.92,109,Moderate
18-02-2019,51.74,100.88,12.68,37.14,30.07,8.91,0.79,20.8,17.83,109,Moderate
19-02-2019,33.27,71.67,6.19,20.37,15.87,8.37,0.68,4.56,15.31,84,Satisfactory
20-02-2019,39.61,86.76,17.41,24.55,27.22,8.72,0.72,5.77,13.42,82,Satisfactory
21-02-2019,51.81,115.7,24.02,36.12,38.74,9.88,0.83,15.92,17.11,98,Satisfactory
22-02-2019,52.8,118.58,10.35,40.23,29.58,10.5,0.67,10.17,28.71,103,Moderate
23-02-2019,51.41,128.17,11.2,47.12,33.81,9.68,0.84,13.49,17.21,118,Moderate
24-02-2019,41.71,144.36,14.69,50.67,38.99,11.17,0.72,33.77,20.74,124,Moderate
25-02-2019,48.26,165.39,16.54,36.7,33.12,14.7,1.11,24.73,12.13,137,Moderate
26-02-2019,52.58,169.83,8.1,28.68,21.83,13.21,0.89,7.1,1.55,148,Moderate
02-03-2019,15.89,52.28,5.49,14.77,11.88,18.19,0.45,4.55,24.44,48,Good
03-03-2019,26.93,69.05,9.16,20.86,18.4,19.16,0.55,6.16,25.91,63,Satisfactory
04-03-2019,27.8,87.02,9.33,24.13,20.15,16.91,0.73,10.33,15.8,78,Satisfactory
05-03-2019,22.27,91.01,11.92,26.61,23.91,15.04,0.67,11.33,12.4,92,Satisfactory
06-03-2019,42.23,111.52,10.3,32.32,25.64,15.18,0.74,14.82,13.43,102,Moderate
07-03-2019,30.85,93.77,7.01,23.55,17.86,13.6,0.67,7.93,20.43,104,Moderate
08-03-2019,33.92,81.68,16,29.37,28.39,14.64,0.77,4.45,27.64,81,Satisfactory
09-03-2019,27.95,96.17,26.94,39.08,42.69,9.47,0.86,5.18,13.08,80,Satisfactory
10-03-2019,19.08,75.6,18,36.5,34.05,9.02,0.61,12.53,9.47,79,Satisfactory
11-03-2019,21.22,93.11,16.6,42.49,36.09,7.21,0.83,17.44,9.42,74,Satisfactory
12-03-2019,30.96,123.07,15.16,53.94,41.01,6.77,0.71,25.05,14.33,105,Moderate
13-03-2019,42.54,133.44,11.91,51.99,37.33,9.45,0.71,23.47,15.38,121,Moderate
14-03-2019,50.39,159.08,20.49,61.21,49.22,9.92,0.84,25.54,16.02,131,Moderate
15-03-2019,43.56,116.19,10.54,38.18,28.88,10.07,0.72,12.45,22.29,130,Moderate
16-03-2019,28.18,95.94,5.96,25.99,18.67,8.88,0.59,8.67,18.53,107,Moderate
17-03-2019,34.35,105.79,12.83,37.82,30.54,11.04,0.62,13.1,15.39,98,Satisfactory
18-03-2019,30.15,79.98,8.63,29.19,22.42,9.72,0.57,35.88,34.91,98,Satisfactory
19-03-2019,32.39,100.66,13.28,43.73,34.05,9.23,0.68,4.7,21.36,100,Satisfactory
20-03-2019,27.53,72.87,6.94,28.71,20.92,9.03,0.64,9.69,20.53,78,Satisfactory
21-03-2019,23.36,66.43,10.06,29.64,23.95,7.49,0.79,9.32,22.21,74,Satisfactory
22-03-2019,36.33,115.06,16.25,42.43,35.79,8.6,0.96,27.76,10.36,91,Satisfactory
23-03-2019,31.12,105.29,12.4,36.11,29.29,8.76,0.77,11.71,13.51,114,Moderate
24-03-2019,31.06,108.14,15.64,35.72,31.71,7.9,0.87,11.38,10.46,101,Moderate
25-03-2019,36.77,89.98,15.7,35.59,31.69,7.68,0.83,4.85,15.33,99,Satisfactory
26-03-2019,24.49,64.93,13.33,30.89,27.27,6.13,0.7,8.09,8.37,81,Satisfactory
27-03-2019,24.5,76.36,12.35,33.42,27.82,6.14,0.68,10.25,12.09,71,Satisfactory
28-03-2019,30.49,93.56,9.58,33.41,25.56,6.78,0.77,15.85,14.54,87,Satisfactory
29-03-2019,31.8,102.51,9.63,28.23,22.85,7.16,0.83,11.6,15,91,Satisfactory
30-03-2019,37.15,104.69,15.62,36.12,31.91,7.17,0.86,12.35,8.66,103,Moderate
31-03-2019,44.75,133.71,18.2,45.4,38.95,7.48,0.88,22.5,8.84,110,Moderate
01-04-2019,43.25,133.41,8.31,35.51,25.64,6.01,0.94,10.1,17.23,126,Moderate
02-04-2019,28.42,103.06,11.85,36.19,28.89,5.34,0.95,17.8,10.37,108,Moderate
03-04-2019,27.5,89.44,13.6,35.23,29.79,5.19,0.88,14.67,9.43,101,Moderate
04-04-2019,27.02,103.61,20.57,32.42,33.96,4.97,0.87,21.15,4.48,91,Satisfactory
05-04-2019,23.63,77.64,21.08,25.85,30.79,5.33,0.72,19.17,4.17,96,Satisfactory
06-04-2019,32.96,109.5,13.85,43.6,34.45,6.14,0.63,8.55,9.24,86,Satisfactory
07-04-2019,25.61,85.39,8.02,41.37,28.52,5.39,0.64,12.44,17.83,105,Moderate
08-04-2019,22.42,79.8,14.26,22.97,23.82,4.41,0.8,4.42,5.25,81,Satisfactory
09-04-2019,23.73,81.76,19.81,23.77,28.74,5.25,0.85,6.88,5.09,80,Satisfactory
10-04-2019,33.69,99.18,14.32,22.46,23.58,5.62,0.66,5.13,9.26,100,Satisfactory
13-04-2019,27.28,106.57,14.48,42.29,34.27,6.29,0.8,7.57,30.51,96,Satisfactory
14-04-2019,20.65,85.16,16.65,31.55,30.32,6.09,0.71,9.19,7.99,99,Satisfactory
15-04-2019,28.84,107.04,20.1,36.27,35.64,6.95,0.84,16.08,7.94,89,Satisfactory
16-04-2019,31.45,120.82,20.27,42.89,39.3,7.41,0.87,19.8,9.43,110,Moderate
17-04-2019,35.3,116.16,15.75,33.42,30.58,7,0.8,6.68,10.95,114,Moderate
18-04-2019,31.25,102.2,15.92,24.69,26.08,5.86,0.75,5.09,7.71,111,Moderate
19-04-2019,22.48,68.45,10.03,18.99,18.27,5.28,0.65,3.89,8,88,Satisfactory
20-04-2019,21.76,73.93,14.91,28.49,27.27,5.19,0.71,4.05,8.68,71,Satisfactory
21-04-2019,25.62,86.99,20.55,44.16,40.2,6.25,0.79,2.61,7.01,79,Satisfactory
22-04-2019,29.58,78.81,8.56,33.58,24.82,6.46,0.65,3.6,23.29,85,Satisfactory
23-04-2019,26.19,68.03,10.22,26.87,22.6,5.44,0.61,3.32,17.99,72,Satisfactory
24-04-2019,21.88,60.43,13.66,22.74,23.2,5.26,0.6,2.76,8.57,63,Satisfactory
25-04-2019,37.51,114.06,14.93,23.73,24.76,5.05,0.88,3.31,8.22,83,Satisfactory
26-04-2019,38.9,120.33,12.73,27.19,24.81,24.31,0.79,2.88,11.15,116,Moderate
27-04-2019,29.45,96.85,12.22,23.62,22.35,34.25,1.01,2.41,9.02,113,Moderate
28-04-2019,25.92,104.1,16.81,19.16,23.85,38.69,0.83,3.27,8.65,102,Moderate
29-04-2019,18.89,65.88,14.16,15.71,19.87,42.9,0.61,5.58,7.06,85,Satisfactory
30-04-2019,12.9,52.79,8.44,15.86,15.3,43.25,0.61,5.1,10.51,56,Satisfactory
01-05-2019,13.18,50.34,4.75,18.79,13.85,25.06,0.58,5.3,10.63,46,Good
02-05-2019,15.1,55.1,9.33,35.9,26.68,13.04,0.57,6.22,5.82,50,Good
03-05-2019,59.67,198.42,10.9,49.52,35.21,12.07,1.16,4.15,25.37,97,Satisfactory
04-05-2019,52.61,180.09,4.74,32.12,20.93,31.66,0.86,2.49,36.58,175,Moderate
05-05-2019,65.23,220.1,6.93,42.18,28.07,26.72,0.95,3.66,32.99,160,Moderate
06-05-2019,67.2,216.54,7.84,31.58,23.17,31.93,0.9,3.34,26.11,190,Moderate
07-05-2019,56.08,194.4,11.34,35.5,28.1,25.79,0.85,3.37,15.57,163,Moderate
08-05-2019,54.82,183.91,6.11,22.26,16.8,41.26,0.64,2.01,23.67,166,Moderate
09-05-2019,61.23,188.33,8.18,26.94,20.98,16.66,1.16,4.41,33.61,151,Moderate
10-05-2019,56.23,171.44,4.67,18.5,13.62,26.89,0.81,3.73,36.53,163,Moderate
11-05-2019,49.08,163.64,5.63,11.09,10.49,3.62,0.87,3.19,25.23,140,Moderate
12-05-2019,44.74,147.05,4.91,10.19,9.26,23.45,0.71,3.32,24.45,138,Moderate
13-05-2019,43.14,168.58,7.54,11.43,12.19,9.65,0.98,2.82,17.65,135,Moderate
14-05-2019,37.06,122.82,5.88,10.67,10.43,5.51,0.69,2.64,19.63,129,Moderate
15-05-2019,45,113.4,5.28,4.13,6.02,7.08,0.9,7.43,23.34,116,Moderate
16-05-2019,29.21,130.06,10.51,19.75,18.92,12.63,0.84,9.12,15.88,111,Moderate
17-05-2019,35.01,127.26,10.53,40.82,30.27,4.86,0.97,7.74,16,125,Moderate
18-05-2019,40.21,139.76,13.36,42.51,33.59,5.31,0.96,6.94,14.09,117,Moderate
19-05-2019,38.02,124.52,11.59,38.62,29.97,6.32,0.68,25.27,11.39,127,Moderate
21-05-2019,31.98,117.35,11.57,32,26.43,6.16,0.79,9.84,11.98,108,Moderate
22-05-2019,32.84,120.24,14.11,32.44,28.73,17.9,0.67,13.58,11.28,115,Moderate
23-05-2019,26.16,103.66,10.78,28.5,23.92,12.54,0.73,10.67,10.02,106,Moderate
24-05-2019,29.8,104.97,9.9,29.1,23.53,5.34,0.77,11.11,13.22,101,Moderate
25-05-2019,39.15,123.66,9.88,31.19,24.62,7.44,0.82,7.83,17.42,109,Moderate
26-05-2019,57.41,131.82,5.22,33.59,22.11,4.44,0.75,7.1,26.98,126,Moderate
27-05-2019,31.75,127.6,7.55,34.42,24.46,3.11,0.79,6.71,32.66,120,Moderate
28-05-2019,39.54,117.65,12.21,51.29,37.33,1.9,1.06,18,29.81,106,Moderate
29-05-2019,33.95,112.15,11.21,44.94,32.14,1.71,0.85,29.13,19.85,114,Moderate
30-05-2019,33.91,103.26,6.99,42.39,28.22,2.52,0.8,17.44,23.55,111,Moderate
31-05-2019,37.1,107.98,6.56,31.49,22.21,4.8,0.77,4.73,24.16,103,Moderate
01-06-2019,45.29,106.33,7.38,29.3,21.59,8.43,0.76,6.79,30.85,103,Moderate
02-06-2019,50.58,137.62,6.03,33.15,22.59,14.25,0.79,7.03,26.69,87,Satisfactory
03-06-2019,29.74,101.8,17.14,44.6,37.79,3.6,0.9,6.22,19.75,97,Satisfactory
04-06-2019,42.08,113.64,18.3,50.29,41.75,3.73,0.86,9.46,16.86,109,Moderate
05-06-2019,50.27,126.08,5.74,31.49,21.31,12.96,0.85,7.79,25.76,88,Satisfactory
06-06-2019,38.91,123.12,8.69,35.15,25.77,4.53,0.84,8.96,22.76,117,Moderate
07-06-2019,45.26,127.45,8.4,35.69,25.79,6.4,0.85,13.73,18.08,121,Moderate
08-06-2019,37.51,118.95,6.51,32.28,22.46,3.04,0.74,11.74,18.21,109,Moderate
09-06-2019,55.58,133.27,6.45,46.77,30.12,5.79,0.9,14.09,31.21,119,Moderate
